№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
303,моделировать посылка двусмысленное,Условно,содержание,закон тождества,явные,Типичный пример
304,моделировать посылка ложное,Да,пространство,логический плюрализм,латентные,Уникальный
305,моделировать посылка истинное,Нет,поведение,правило дедукции,необходимые,Аналоги в других парадоксах
306,моделировать посылка неопределённое,Условно,содержание,арифметический формализм,возможные,Типичный пример
307,моделировать утверждение самореференциальное,Да,память/наследие,закон исключённого третьего,мгновенные,Уникальный
308,моделировать утверждение противоречивое,Нет,символы,принцип непротиворечия,постепенные,Аналоги в других парадоксах
309,моделировать утверждение двусмысленное,Условно,поведение,закон тождества,дискретные,Типичный пример
310,моделировать утверждение ложное,Да,память/наследие,логический плюрализм,континуальные,Уникальный
311,моделировать утверждение истинное,Нет,структура,правило дедукции,индивидуальные,Аналоги в других парадоксах
312,моделировать утверждение неопределённое,Условно,поведение,арифметический формализм,коллективные,Типичный пример
313,моделировать фраза самореференциальное,Да,технология/инфраструктура,закон исключённого третьего,эндогенные,Уникальный
314,моделировать фраза противоречивое,Нет,значения,принцип непротиворечия,экзогенные,Аналоги в других парадоксах
315,моделировать фраза двусмысленное,Условно,структура,закон тождества,институциональные,Типичный пример
316,моделировать фраза ложное,Да,время/ритм,логический плюрализм,неформальные,Уникальный
317,моделировать фраза истинное,Нет,нормы,правило дедукции,цикличные,Аналоги в других парадоксах
318,моделировать фраза неопределённое,Условно,институты,арифметический формализм,каскадные,Типичный пример
319,моделировать аргумент самореференциальное,Да,институты,закон исключённого третьего,явные,Уникальный
320,моделировать аргумент противоречивое,Нет,время/ритм,принцип непротиворечия,латентные,Аналоги в других парадоксах
