[287,"Сбои карбоновых рынков","Нет","структура","carbon markets failures","институциональные;дискретные;латентные","—"],
[288,"Институционализация климатической политики","Да","институты","climate policy","институциональные;постепенные;явные","Современно уникален"],
[289,"Эволюция климатической политики","Да","институты","climate policy evolution","институциональные;постепенные;явные","—"],
[290,"Реформы климатической политики","Да","институты","climate policy reforms","институциональные;постепенные;явные","—"],
[291,"Кризисы климатической политики","Нет","институты","climate policy crises","институциональные;дискретные;латентные","—"],
[292,"Институционализация биоэкономики","Да","структура","bioeconomy","институциональные;постепенные;явные","Современно уникален"],
[293,"Эволюция биоэкономики","Да","структура","bioeconomy evolution","институциональные;постепенные;явные","—"],
[294,"Реформы биоэкономики","Да","структура","bioeconomy reforms","институциональные;постепенные;явные","—"],
[295,"Кризисы биоэкономики","Нет","структура","bioeconomy crises","институциональные;дискретные;латентные","—"],
[296,"Институционализация креативной экономики","Да","структура","creative economy","институциональные;постепенные;явные","Современно уникален"],
[297,"Эволюция креативной экономики","Да","структура","creative economy evolution","институциональные;постепенные;явные","—"],
[298,"Реформы креативной экономики","Да","структура","creative economy reforms","институциональные;постепенные;явные","—"],
[299,"Кризисы креативной экономики","Нет","структура","creative economy crises","институциональные;дискретные;латентные","—"],
[300,"Институционализация цифровой идентичности","Да","идентичность/границы","digital identity","институциональные;постепенные;явные","Современно уникален"]
[301,"Эволюция цифровой идентичности","Да","идентичность/границы","digital identity evolution","институциональные;постепенные;явные","—"],
[302,"Реформы цифровой идентичности","Да","идентичность/границы","digital identity reforms","институциональные;постепенные;явные","Современно уникален"],
[303,"Кризисы цифровой идентичности","Нет","идентичность/границы","digital identity crises","институциональные;дискретные;латентные","—"],
[304,"Институционализация цифрового суверенитета","Да","институты","digital sovereignty","институциональные;постепенные;явные","Современно уникален"],
[305,"Эволюция цифрового суверенитета","Да","институты","digital sovereignty evolution","институциональные;постепенные;явные","—"],
[306,"Реформы цифрового суверенитета","Да","институты","digital sovereignty reforms","институциональные;постепенные;явные","—"],
[307,"Кризисы цифрового суверенитета","Нет","институты","digital sovereignty crises","институциональные;дискретные;латентные","—"],
[308,"Институционализация киберсуверенитета","Да","институты","cyber sovereignty","институциональные;постепенные;явные","Современно уникален"],
[309,"Эволюция киберсуверенитета","Да","институты","cyber sovereignty evolution","институциональные;постепенные;явные","—"],
[310,"Реформы киберсуверенитета","Да","институты","cyber sovereignty reforms","институциональные;постепенные;явные","—"],
[311,"Кризисы киберсуверенитета","Нет","институты","cyber sovereignty crises","институциональные;дискретные;латентные","—"],
[312,"Институционализация доверенной среды","Да","институты","trusted environment","институциональные;постепенные;явные","Современно уникален"],
[313,"Эволюция доверенной среды","Да","институты","trusted environment evolution","институциональные;постепенные;явные","—"],
[314,"Реформы доверенной среды","Да","институты","trusted environment reforms","институциональные;постепенные;явные","—"],
[315,"Сбои доверенной среды","Нет","институты","trusted environment failures","институциональные;дискретные;латентные","—"],
[316,"Институционализация глобальных цифровых платформ","Да","структура","global digital platforms","институциональные;постепенные;явные","Современно уникален"],
[317,"Эволюция глобальных цифровых платформ","Да","структура","global platforms evolution","институциональные;постепенные;явные","—"],
[318,"Реформы глобальных цифровых платформ","Да","структура","global platforms reforms","институциональные;постепенные;явные","—"],
[319,"Кризисы глобальных цифровых платформ","Нет","структура","global platforms crises","институциональные;дискретные;латентные","—"],
[320,"Институционализация метавселенных","Да","структура","metaverse institutions","институциональные;постепенные;явные","Современно уникален"],
[321,"Эволюция метавселенных","Да","структура","metaverse evolution","институциональные;постепенные;явные","—"],
[322,"Реформы метавселенных","Да","структура","metaverse reforms","институциональные;постепенные;явные","—"],
[323,"Кризисы метавселенных","Нет","структура","metaverse crises","институциональные;дискретные;латентные","—"],
[324,"Институционализация виртуальной собственности","Да","идентичность/границы","virtual property","институциональные;постепенные;явные","Современно уникален"],
[325,"Эволюция виртуальной собственности","Да","идентичность/границы","virtual property evolution","институциональные;постепенные;явные","—"],
[326,"Реформы виртуальной собственности","Да","идентичность/границы","virtual property reforms","институциональные;постепенные;явные","—"],
[327,"Нарушения виртуальной собственности","Нет","идентичность/границы","virtual property erosion","институциональные;постепенные;латентные","—"],
[328,"Институционализация токенизированных активов","Да","структура","tokenized assets","институциональные;постепенные;явные","Современно уникален"],
[329,"Эволюция токенизированных активов","Да","структура","tokenized assets evolution","институциональные;постепенные;явные","—"],
[330,"Реформы токенизированных активов","Да","структура","tokenized assets reforms","институциональные;постепенные;явные","—"],
[331,"Кризисы токенизированных активов","Нет","структура","tokenized assets crises","институциональные;дискретные;латентные","—"],
[332,"Институционализация алгоритмических валют","Да","структура","algorithmic currencies","институциональные;постепенные;явные","Современно уникален"],
[333,"Эволюция алгоритмических валют","Да","структура","algorithmic currencies evolution","институциональные;постепенные;явные","—"],
[334,"Реформы алгоритмических валют","Да","структура","algorithmic currencies reforms","институциональные;постепенные;явные","—"],
[335,"Кризисы алгоритмических валют","Нет","структура","algorithmic currencies crises","институциональные;дискретные;латентные","—"],
[336,"Институционализация квантовых финансов","Да","структура","quantum finance","институциональные;постепенные;явные","Современно уникален"],
[337,"Эволюция квантовых финансов","Да","структура","quantum finance evolution","институциональные;постепенные;явные","—"],
[338,"Реформы квантовых финансов","Да","структура","quantum finance reforms","институциональные;постепенные;явные","—"],
[339,"Сбои квантовых финансов","Нет","структура","quantum finance failures","институциональные;дискретные;латентные","—"],
[340,"Институционализация цифровых двойников","Да","структура","digital twins","институциональные;постепенные;явные","Современно уникален"],
[341,"Эволюция цифровых двойников","Да","структура","digital twins evolution","институциональные;постепенные;явные","—"],
[342,"Реформы цифровых двойников","Да","структура","digital twins reforms","институциональные;постепенные;явные","—"],
[343,"Сбои цифровых двойников","Нет","структура","digital twins failures","институциональные;дискретные;латентные","—"],
[344,"Институционализация систем доверия","Да","структура","trust systems","институциональные;постепенные;явные","Современно уникален"],
[345,"Эволюция систем доверия","Да","структура","trust systems evolution","институциональные;постепенные;явные","—"],
[346,"Реформы систем доверия","Да","структура","trust systems reforms","институциональные;постепенные;явные","—"],
[347,"Кризисы систем доверия","Нет","структура","trust systems crises","институциональные;дискретные;латентные","—"],
[348,"Институционализация сетевых протоколов","Да","технология/инфраструктура","network protocols","институциональные;постепенные;явные","Современно уникален"],
[349,"Эволюция сетевых протоколов","Да","технология/инфраструктура","network protocols evolution","институциональные;постепенные;явные","—"],
[350,"Реформы сетевых протоколов","Да","технология/инфраструктура","network protocols reforms","институциональные;постепенные;явные","—"],
[351,"Кризисы сетевых протоколов","Нет","технология/инфраструктура","network protocols crises","институциональные;дискретные;латентные","—"],
[352,"Институционализация облачных инфраструктур","Да","технология/инфраструктура","cloud infrastructures","институциональные;постепенные;явные","Современно уникален"],
[353,"Эволюция облачных инфраструктур","Да","технология/инфраструктура","cloud infrastructures evolution","институциональные;постепенные;явные","—"],
[354,"Реформы облачных инфраструктур","Да","технология/инфраструктура","cloud infrastructures reforms","институциональные;постепенные;явные","—"],
[355,"Кризисы облачных инфраструктур","Нет","технология/инфраструктура","cloud infrastructures crises","институциональные;дискретные;латентные","—"],
[356,"Институционализация квантовых вычислений","Да","технология/инфраструктура","quantum computing","институциональные;постепенные;явные","Современно уникален"],
[357,"Эволюция квантовых вычислений","Да","технология/инфраструктура","quantum computing evolution","институциональные;постепенные;явные","—"],
[358,"Реформы квантовых вычислений","Да","технология/инфраструктура","quantum computing reforms","институциональные;постепенные;явные","—"],
[359,"Сбои квантовых вычислений","Нет","технология/инфраструктура","quantum computing failures","институциональные;дискретные;латентные","—"],
[360,"Институционализация биотехнологий","Да","технология/инфраструктура","biotechnology institutionalization","институциональные;постепенные;явные","Современно уникален"]
[361,"Эволюция биотехнологий","Да","технология/инфраструктура","biotechnology evolution","институциональные;постепенные;явные","—"],
[362,"Реформы биотехнологий","Да","технология/инфраструктура","biotechnology reforms","институциональные;постепенные;явные","—"],
[363,"Кризисы биотехнологий","Нет","технология/инфраструктура","biotechnology crises","институциональные;дискретные;латентные","—"],
[364,"Институционализация нанотехнологий","Да","технология/инфраструктура","nanotechnology institutionalization","институциональные;постепенные;явные","Современно уникален"],
[365,"Эволюция нанотехнологий","Да","технология/инфраструктура","nanotechnology evolution","институциональные;постепенные;явные","—"],
[366,"Реформы нанотехнологий","Да","технология/инфраструктура","nanotechnology reforms","институциональные;постепенные;явные","—"],
[367,"Сбои нанотехнологий","Нет","технология/инфраструктура","nanotechnology failures","институциональные;дискретные;латентные","—"],
[368,"Институционализация нейротехнологий","Да","технология/инфраструктура","neurotechnology","институциональные;постепенные;явные","Современно уникален"],
[369,"Эволюция нейротехнологий","Да","технология/инфраструктура","neurotechnology evolution","институциональные;постепенные;явные","—"],
[370,"Реформы нейротехнологий","Да","технология/инфраструктура","neurotechnology reforms","институциональные;постепенные;явные","—"],
[371,"Кризисы нейротехнологий","Нет","технология/инфраструктура","neurotechnology crises","институциональные;дискретные;латентные","—"],
[372,"Институционализация биоинформатики","Да","технология/инфраструктура","bioinformatics","институциональные;постепенные;явные","Современно уникален"],
[373,"Эволюция биоинформатики","Да","технология/инфраструктура","bioinformatics evolution","институциональные;постепенные;явные","—"],
[374,"Реформы биоинформатики","Да","технология/инфраструктура","bioinformatics reforms","институциональные;постепенные;явные","—"],
[375,"Сбои биоинформатики","Нет","технология/инфраструктура","bioinformatics failures","институциональные;дискретные;латентные","—"],
[376,"Институционализация генной инженерии","Да","технология/инфраструктура","genetic engineering","институциональные;постепенные;явные","Современно уникален"],
[377,"Эволюция генной инженерии","Да","технология/инфраструктура","genetic engineering evolution","институциональные;постепенные;явные","—"],
[378,"Реформы генной инженерии","Да","технология/инфраструктура","genetic engineering reforms","институциональные;постепенные;явные","—"],
[379,"Кризисы генной инженерии","Нет","технология/инфраструктура","genetic engineering crises","институциональные;дискретные;латентные","—"],
[380,"Институционализация синтетической биологии","Да","технология/инфраструктура","synthetic biology","институциональные;постепенные;явные","Современно уникален"],
[381,"Эволюция синтетической биологии","Да","технология/инфраструктура","synthetic biology evolution","институциональные;постепенные;явные","—"],
[382,"Реформы синтетической биологии","Да","технология/инфраструктура","synthetic biology reforms","институциональные;постепенные;явные","—"],
[383,"Кризисы синтетической биологии","Нет","технология/инфраструктура","synthetic biology crises","институциональные;дискретные;латентные","—"],
[384,"Институционализация космической экономики","Да","структура","space economy","институциональные;постепенные;явные","Современно уникален"],
[385,"Эволюция космической экономики","Да","структура","space economy evolution","институциональные;постепенные;явные","—"],
[386,"Реформы космической экономики","Да","структура","space economy reforms","институциональные;постепенные;явные","—"],
[387,"Кризисы космической экономики","Нет","структура","space economy crises","институциональные;дискретные;латентные","—"],
[388,"Институционализация лунных программ","Да","структура","lunar programs","институциональные;постепенные;явные","Современно уникален"],
[389,"Эволюция лунных программ","Да","структура","lunar programs evolution","институциональные;постепенные;явные","—"],
[390,"Реформы лунных программ","Да","структура","lunar programs reforms","институциональные;постепенные;явные","—"],
[391,"Сбои лунных программ","Нет","структура","lunar programs failures","институциональные;дискретные;латентные","—"],
[392,"Институционализация марсианских программ","Да","структура","martian programs","институциональные;постепенные;явные","Современно уникален"],
[393,"Эволюция марсианских программ","Да","структура","martian programs evolution","институциональные;постепенные;явные","—"],
[394,"Реформы марсианских программ","Да","структура","martian programs reforms","институциональные;постепенные;явные","—"],
[395,"Кризисы марсианских программ","Нет","структура","martian programs crises","институциональные;дискретные;латентные","—"],
[396,"Институционализация космического права","Да","нормы","space law","институциональные;постепенные;явные","Современно уникален"],
[397,"Эволюция космического права","Да","нормы","space law evolution","институциональные;постепенные;явные","—"],
[398,"Реформы космического права","Да","нормы","space law reforms","институциональные;постепенные;явные","—"],
[399,"Кризисы космического права","Нет","нормы","space law crises","институциональные;дискретные;латентные","—"],
[400,"Институционализация океанического права","Да","нормы","ocean law","институциональные;постепенные;явные","Современно уникален"],
[401,"Эволюция океанического права","Да","нормы","ocean law evolution","институциональные;постепенные;явные","—"],
[402,"Реформы океанического права","Да","нормы","ocean law reforms","институциональные;постепенные;явные","—"],
[403,"Кризисы океанического права","Нет","нормы","ocean law crises","институциональные;дискретные;латентные","—"],
[404,"Институционализация арктической политики","Да","институты","arctic policy","институциональные;постепенные;явные","Современно уникален"],
[405,"Эволюция арктической политики","Да","институты","arctic policy evolution","институциональные;постепенные;явные","—"],
[406,"Реформы арктической политики","Да","институты","arctic policy reforms","институциональные;постепенные;явные","—"],
[407,"Кризисы арктической политики","Нет","институты","arctic policy crises","институциональные;дискретные;латентные","—"],
[408,"Институционализация океанской экономики","Да","структура","ocean economy","институциональные;постепенные;явные","Современно уникален"],
[409,"Эволюция океанской экономики","Да","структура","ocean economy evolution","институциональные;постепенные;явные","—"],
[410,"Реформы океанской экономики","Да","структура","ocean economy reforms","институциональные;постепенные;явные","—"],
[411,"Кризисы океанской экономики","Нет","структура","ocean economy crises","институциональные;дискретные;латентные","—"],
[412,"Институционализация глобальных климатических соглашений","Да","нормы","climate agreements","институциональные;постепенные;явные","Современно уникален"],
[413,"Эволюция климатических соглашений","Да","нормы","climate agreements evolution","институциональные;постепенные;явные","—"],
[414,"Реформы климатических соглашений","Да","нормы","climate agreements reforms","институциональные;постепенные;явные","—"],
[415,"Кризисы климатических соглашений","Нет","нормы","climate agreements crises","институциональные;дискретные;латентные","—"],
[416,"Институционализация продовольственной безопасности","Да","институты","food security","институциональные;постепенные;явные","Современно уникален"],
[417,"Эволюция продовольственной безопасности","Да","институты","food security evolution","институциональные;постепенные;явные","—"],
[418,"Реформы продовольственной безопасности","Да","институты","food security reforms","институциональные;постепенные;явные","—"],
[419,"Кризисы продовольственной безопасности","Нет","институты","food security crises","институциональные;дискретные;латентные","—"],
[420,"Институционализация биобезопасности","Да","институты","biosecurity","институциональные;постепенные;явные","Современно уникален"]
